population,income,popwhite,popblack,homeval,rentval,district,statefull,abbr,label,pvi,Winner12,Margin12,Romney12,Obama12,Winner08,Margin08,McCain08,Obama08,gopvi,sqrmiles,density,whitevote
762185,41375,467287,257320.0,188638,692,4,Louisiana,LA,LA-4,R+13,Romney,-19,59,40,McCain,-19,59,40,13,12435.1,61,0.6130886858177477
758015,34911,469995,267984.0,180480,614,5,Louisiana,LA,LA-5,R+15,Romney,-23,61,38,McCain,-25,62,37,15,14452.88,52,0.6200339043422624
774460,56126,554341,181786.0,206087,843,6,Louisiana,LA,LA-6,R+21,Romney,-34,66,32,McCain,-37,68,31,21,4033.89,191,0.7157774449293701
668113,53117,632280,9872.0,194974,856,1,Maine,ME,ME-1,D+9,Obama,-21,38,59,Obama,-24,37,61,-9,3285.52,203,0.946366857103514
660104,41965,630211,4405.0,196504,683,2,Maine,ME,ME-2,D+2,Obama,-9,44,53,Obama,-11,44,54,-2,27557.4,23,0.954714711621199
724648,67161,601504,87465.0,204886,978,1,Maryland,MD,MD-1,R+14,Romney,-23,61,37,McCain,-21,60,39,14,3977.06,182,0.8300636998929135
735103,60429,418878,238210.0,170782,1104,2,Maryland,MD,MD-2,D+10,Obama,-28,35,63,Obama,-23,38,61,-10,348.88,2107,0.5698221881831526
731332,76241,476416,156204.0,180926,1270,3,Maryland,MD,MD-3,D+9,Obama,-25,37,61,Obama,-22,38,60,-9,304.14,2404,0.6514360099106835
737812,72990,236201,393202.0,163229,1235,4,Maryland,MD,MD-4,D+26,Obama,-57,21,78,Obama,-56,22,77,-26,297.81,2477,0.3201371080979979
738847,89631,392125,278369.0,191536,1398,5,Maryland,MD,MD-5,D+14,Obama,-34,32,66,Obama,-32,34,65,-14,1481.24,498,0.5307255764725308
741402,72021,513457,98304.0,184591,1205,6,Maryland,MD,MD-6,D+4,Obama,-12,43,55,Obama,-14,42,56,-4,1950.26,380,0.6925487117650074
725387,53336,258383,397331.0,151561,997,7,Maryland,MD,MD-7,D+24,Obama,-53,23,76,Obama,-54,23,77,-24,488.03,1486,0.3562002076133154
750109,94476,517183,87301.0,187377,1509,8,Maryland,MD,MD-8,D+11,Obama,-27,36,62,Obama,-27,36,63,-11,859.85,872,0.6894771293238716
729781,51358,607151,45944.0,185364,788,1,Massachusetts,MA,MA-1,D+13,Obama,-30,34,64,Obama,-32,34,64,-13,2350.29,310,0.8319632876164219
736220,61566,629586,33804.0,173166,917,2,Massachusetts,MA,MA-2,D+8,Obama,-20,39,59,Obama,-23,37,60,-8,1628.0,452,0.8551601423487545
739063,66579,567963,27513.0,173860,991,3,Massachusetts,MA,MA-3,D+6,Obama,-16,41,57,Obama,-19,39,58,-6,757.86,975,0.7684906428815946
737702,84056,651257,18823.0,191811,1109,4,Massachusetts,MA,MA-4,D+6,Obama,-16,41,57,Obama,-23,39,58,-6,668.27,1103,0.882818536482211
742861,80814,589440,36746.0,171872,1325,5,Massachusetts,MA,MA-5,D+14,Obama,-32,33,65,Obama,-33,32,66,-14,265.08,2802,0.7934728031219838
742624,77279,643200,23075.0,193007,1117,6,Massachusetts,MA,MA-6,D+4,Obama,-11,44,55,Obama,-15,42,56,-4,526.79,1409,0.8661179816434696
745297,50983,381785,193291.0,93469,1246,7,Massachusetts,MA,MA-7,D+31,Obama,-67,16,82,Obama,-65,16,82,-31,62.67,11892,0.5122588712956043
744449,73465,586087,69294.0,178801,1243,8,Massachusetts,MA,MA-8,D+6,Obama,-17,41,58,Obama,-17,39,59,-6,326.37,2280,0.7872762271156251
730141,60399,660672,19919.0,206881,882,9,Massachusetts,MA,MA-9,D+5,Obama,-12,43,55,Obama,-17,41,58,-5,1214.74,601,0.9048553635530672
705172,42299,652472,11128.0,227138,636,1,Michigan,MI,MI-1,R+5,Romney,-8,54,45,Obama,-1,48,50,5,25027.75,28,0.9252664598140595
711835,47729,616249,43702.0,194743,712,2,Michigan,MI,MI-2,R+7,Romney,-13,56,43,McCain,-2,50,48,7,3281.19,216,0.865718881482366
714507,50381,605791,62579.0,192935,735,3,Michigan,MI,MI-3,R+4,Romney,-7,53,46,Obama,-1,49,50,4,2628.74,271,0.8478447377002605
703410,43262,661073,13035.0,208197,679,4,Michigan,MI,MI-4,R+5,Romney,-8,53,45,Obama,-1,49,50,5,8457.8,83,0.9398117740720205
695505,40286,540323,122390.0,198113,680,5,Michigan,MI,MI-5,D+10,Obama,-22,38,61,Obama,-28,35,63,-10,2348.7,296,0.776878670893811
708717,45848,603860,59900.0,195931,685,6,Michigan,MI,MI-6,R+1,Romney,-1,50,49,Obama,-8,45,53,1,3546.74,199,0.8520467266906254
703242,50727,644838,29821.0,204207,742,7,Michigan,MI,MI-7,R+3,Romney,-3,51,48,Obama,-3,47,51,3,4227.73,166,0.9169503527946283
713390,61476,617797,38476.0,193964,814,8,Michigan,MI,MI-8,R+2,Romney,-3,51,48,Obama,-6,46,52,2,1503.18,474,0.8660017662148334
712724,50314,580828,81014.0,208769,818,9,Michigan,MI,MI-9,D+6,Obama,-15,42,57,Obama,-18,40,58,-6,183.59,3882,0.8149409869739198
704740,54864,655761,20519.0,212509,783,10,Michigan,MI,MI-10,R+6,Romney,-12,55,44,McCain,-2,50,48,6,4140.44,170,0.9305006101540994
711982,72072,593783,37119.0,207228,927,11,Michigan,MI,MI-11,R+4,Romney,-5,52,47,Obama,-2,48,50,4,419.26,1698,0.8339859715554607
706046,50651,562243,75504.0,173086,864,12,Michigan,MI,MI-12,D+15,Obama,-34,33,66,Obama,-36,31,67,-15,403.21,1751,0.7963263016857258
692167,30694,262196,385640.0,144827,749,13,Michigan,MI,MI-13,D+34,Obama,-71,14,85,Obama,-74,13,86,-34,184.85,3744,0.3788045370553638
700805,40365,239348,402186.0,153172,852,14,Michigan,MI,MI-14,D+29,Obama,-62,19,81,Obama,-63,18,81,-29,185.73,3773,0.34153295139161394
667108,54130,615146,16609.0,193711,680,1,Minnesota,MN,MN-1,R+1,Obama,-1,48,49,Obama,-4,47,51,1,11973.99,55,0.9221085641305455
675357,72975,585240,26378.0,195572,915,2,Minnesota,MN,MN-2,R+2,Obama,0,49,49,Obama,-3,48,50,2,2437.91,277,0.8665639062007205
681063,76753,560708,47182.0,197578,1022,3,Minnesota,MN,MN-3,R+2,Obama,-1,49,50,Obama,-4,47,51,2,527.05,1292,0.8232836022511868
679186,61118,500694,64678.0,168295,862,4,Minnesota,MN,MN-4,D+11,Obama,-27,35,62,Obama,-27,36,63,-11,332.49,2042,0.7371971742644872
680525,52282,473346,106903.0,155432,859,5,Minnesota,MN,MN-5,D+22,Obama,-49,24,73,Obama,-49,25,73,-22,135.66,5016,0.6955600455530656
675512,70006,622393,14371.0,193539,853,6,Minnesota,MN,MN-6,R+10,Romney,-15,56,41,McCain,-12,55,43,10,2882.22,234,0.9213648314167624
662229,49832,612337,5842.0,202647,615,7,Minnesota,MN,MN-7,R+6,Romney,-10,54,44,McCain,-3,50,47,6,33429.31,19,0.9246605026357951
661396,48587,618240,6804.0,208851,672,8,Minnesota,MN,MN-8,D+1,Obama,-6,46,52,Obama,-9,45,53,-1,27908.13,23,0.9347501345638619
749704,40643,524544,201994.0,197558,678,1,Mississippi,MS,MS-1,R+16,Romney,-25,62,37,McCain,-26,62,37,16,10572.8,70,0.699668135690886
733729,31092,240792,475918.0,160486,629,2,Mississippi,MS,MS-2,D+13,Obama,-33,33,66,Obama,-29,35,64,-13,15551.51,47,0.32817566158622596
747670,40736,459954,262468.0,198895,717,3,Mississippi,MS,MS-3,R+14,Romney,-21,60,39,McCain,-22,61,38,14,12754.48,58,0.615183169045167
754078,40691,546567,176333.0,187762,766,4,Mississippi,MS,MS-4,R+21,Romney,-36,68,31,McCain,-37,68,31,21,8044.48,93,0.7248149395685858
743002,39346,329758,363329.0,166699,771,1,Missouri,MO,MO-1,D+28,Obama,-61,19,80,Obama,-62,19,80,-28,225.36,3296,0.44381845540119674
757748,72999,679521,28346.0,232369,901,2,Missouri,MO,MO-2,R+8,Romney,-16,57,42,McCain,-6,53,47,8,465.76,1626,0.8967638317752076
758554,53616,707790,24079.0,220037,712,3,Missouri,MO,MO-3,R+13,Romney,-26,62,36,McCain,-13,56,43,13,6851.54,110,0.9330779351239332
755505,43778,678661,33399.0,194141,714,4,Missouri,MO,MO-4,R+13,Romney,-25,61,36,McCain,-15,57,42,13,14401.38,52,0.8982879001462598
753557,43745,520791,162249.0,180104,774,5,Missouri,MO,MO-5,D+9,Obama,-20,39,59,Obama,-25,37,62,-9,2424.85,310,0.6911102942444964
752997,51353,685174,31030.0,201998,706,6,Missouri,MO,MO-6,R+12,Romney,-22,60,38,McCain,-12,55,43,12,18198.62,41,0.9099292560262524
756384,40942,699423,12710.0,194208,666,7,Missouri,MO,MO-7,R+19,Romney,-37,68,30,McCain,-28,63,35,19,6272.84,120,0.924693013072725
748508,37183,692090,34277.0,202458,574,8,Missouri,MO,MO-8,R+17,Romney,-34,66,32,McCain,-22,60,38,17,19901.17,37,0.9246260561009368
1006086,45951,897554,4497.0,272702,683,1,Montana,MT,MT-1,R+7,Romney,-14,55,42,McCain,-2,50,47,7,145545.8,6,0.892124530109752
620380,52337,560180,16308.0,159082,701,1,Nebraska,NE,NE-1,R+10,Romney,-17,57,41,McCain,-10,54,44,10,8879.02,69,0.9029627002804732
626491,55640,505315,62752.0,152533,788,2,Nebraska,NE,NE-2,R+4,Romney,-7,53,46,Obama,-1,49,50,4,509.74,1229,0.8065798231738365
608338,46933,572349,6391.0,172585,605,3,Nebraska,NE,NE-3,R+23,Romney,-42,70,28,McCain,-36,67,31,23,67435.41,9,0.9408404538266556
666665,37860,412558,65876.0,100237,839,1,Nevada,NV,NV-1,D+14,Obama,-33,32,65,Obama,-32,33,65,-14,104.5,6379,0.6188385470963678
684685,52506,566722,13499.0,156341,886,2,Nevada,NV,NV-2,R+5,Romney,-8,53,45,Obama,-1,48,49,5,55829.71,12,0.827712013553678
710840,61836,503968,51758.0,154716,1170,3,Nevada,NV,NV-3,R+0,Obama,-1,49,49,Obama,-9,45,54,0,2848.99,249,0.7089752968319172
691958,51567,440823,98296.0,138241,1016,4,Nevada,NV,NV-4,D+4,Obama,-11,44,54,Obama,-15,41,56,-4,50997.97,13,0.6370661225103258
660887,65116,620342,9475.0,181821,1009,1,New Hampshire,NH,NH-1,R+1,Obama,-2,48,50,Obama,-6,46,53,1,2463.65,268,0.9386506316510992
660163,64209,619455,6870.0,185296,946,2,New Hampshire,NH,NH-2,D+3,Obama,-10,44,54,Obama,-13,43,56,-3,6489.0,101,0.9383364411516549
733235,62669,503971,124534.0,187025,979,1,New Jersey,NJ,NJ-1,D+13,Obama,-32,34,66,Obama,-31,34,65,-13,350.02,2094,0.6873253458986546
733779,57154,544750,97270.0,191491,1028,2,New Jersey,NJ,NJ-2,D+1,Obama,-8,46,54,Obama,-8,45,53,-1,2092.43,350,0.7423897385997691
738478,71875,599546,77455.0,225982,1229,3,New Jersey,NJ,NJ-3,R+1,Obama,-5,48,52,Obama,-3,48,51,1,899.7,820,0.8118671104623293
734432,74144,625821,50003.0,204440,1228,4,New Jersey,NJ,NJ-4,R+7,Romney,-10,55,45,McCain,-9,54,45,7,691.88,1061,0.8521156485556185
736245,90025,579790,35764.0,199917,1265,5,New Jersey,NJ,NJ-5,R+4,Romney,-3,52,49,McCain,-2,51,48,4,991.3,742,0.7874960101596615
738730,74151,487618,73017.0,158777,1243,6,New Jersey,NJ,NJ-6,D+8,Obama,-24,38,62,Obama,-18,41,58,-8,215.55,3427,0.6600760765096856
738426,100056,594847,32606.0,205224,1318,7,New Jersey,NJ,NJ-7,R+6,Romney,-6,53,47,McCain,-5,52,47,6,970.19,761,0.8055607467776054
756575,52803,424199,78201.0,78138,1142,8,New Jersey,NJ,NJ-8,D+24,Obama,-58,21,79,Obama,-48,26,73,-24,54.69,13833,0.560683342695701
744305,59752,468201,84849.0,126618,1208,9,New Jersey,NJ,NJ-9,D+14,Obama,-38,31,69,Obama,-29,35,64,-14,95.34,7806,0.6290445449110244
729719,45478,218784,388437.0,104034,1039,10,New Jersey,NJ,NJ-10,D+34,Obama,-77,12,88,Obama,-70,15,85,-34,75.92,9611,0.29981951956849145
740274,98315,618405,27670.0,206558,1368,11,New Jersey,NJ,NJ-11,R+6,Romney,-6,53,47,McCain,-5,52,47,6,504.97,1465,0.8353731186020311
743711,77585,429318,131012.0,174890,1200,12,New Jersey,NJ,NJ-12,D+14,Obama,-35,33,67,Obama,-33,33,66,-14,412.23,1804,0.5772645557212411
695527,46601,498373,19982.0,171687,779,1,New Mexico,NM,NM-1,D+7,Obama,-16,40,55,Obama,-21,39,60,-7,4600.14,151,0.7165401199378313
698308,39541,566808,11768.0,169496,682,2,New Mexico,NM,NM-2,R+5,Romney,-7,52,45,McCain,-2,50,48,5,71739.49,9,0.8116876793621153
688415,45593,452699,11908.0,176348,812,3,New Mexico,NM,NM-3,D+8,Obama,-19,39,58,Obama,-24,38,61,-8,44958.52,15,0.6575960721367199
721952,86217,636243,34221.0,198540,1547,1,New York,NY,NY-1,R+2,Obama,-1,49,50,Obama,-4,48,51,2,650.02,1110,0.8812815810469394
721509,86213,545349,71538.0,180725,1446,2,New York,NY,NY-2,R+1,Obama,-4,47,52,Obama,-5,48,51,1,182.01,3964,0.7558450414339946
722406,100098,555765,23888.0,200403,1632,3,New York,NY,NY-3,R+0,Obama,-3,48,51,Obama,-10,46,54,0,254.92,2833,0.7693250056062657
717348,90822,487223,99777.0,180015,1437,4,New York,NY,NY-4,D+3,Obama,-12,43,56,Obama,-8,44,55,-3,110.85,6471,0.6792003323352125
758430,59103,139031,381058.0,123442,1212,5,New York,NY,NY-5,D+35,Obama,-80,10,90,Obama,-72,14,86,-35,51.88,14618,0.18331421489128857
719242,56703,351742,26420.0,122545,1344,6,New York,NY,NY-6,D+13,Obama,-37,31,68,Obama,-28,36,63,-13,29.78,24151,0.4890454116973147
747740,43445,363827,80933.0,52986,1162,7,New York,NY,NY-7,D+34,Obama,-78,10,89,Obama,-70,15,84,-34,16.16,46271,0.4865688608339797
724024,43075,208992,411251.0,89259,1074,8,New York,NY,NY-8,D+35,Obama,-79,10,89,Obama,-73,14,86,-35,29.66,24410,0.28865341480392914
734048,46645,244240,381765.0,78808,1148,9,New York,NY,NY-9,D+32,Obama,-71,14,85,Obama,-69,15,84,-32,15.54,47236,0.3327302846680326
721942,75223,515413,29862.0,88332,1639,10,New York,NY,NY-10,D+23,Obama,-49,25,74,Obama,-53,23,76,-23,14.25,50662,0.7139257724304723
729585,63706,530914,57103.0,148496,1180,11,New York,NY,NY-11,R+2,Obama,-4,47,52,McCain,-3,51,48,2,65.83,11082,0.727693140621038
715554,86583,538124,35379.0,97145,1798,12,New York,NY,NY-12,D+27,Obama,-55,22,77,Obama,-62,19,80,-27,14.79,48380,0.7520382808285608
750812,34649,195414,226925.0,26571,1038,13,New York,NY,NY-13,D+42,Obama,-90,5,95,Obama,-88,6,93,-42,10.25,73249,0.26027021411485163
720579,49481,337174,80253.0,73062,1295,14,New York,NY,NY-14,D+26,Obama,-62,18,81,Obama,-53,23,76,-26,28.29,25471,0.46792093580301397
735322,24612,113885,242019.0,21207,952,15,New York,NY,NY-15,D+43,Obama,-94,3,97,Obama,-90,5,95,-43,14.54,50572,0.15487772703659078
731103,61864,352036,238674.0,129436,1202,16,New York,NY,NY-16,D+21,Obama,-48,26,74,Obama,-45,26,73,-21,78.37,9328,0.4815135487065434
730465,87135,510273,77863.0,162472,1395,17,New York,NY,NY-17,D+5,Obama,-15,42,57,Obama,-17,41,58,-5,382.63,1909,0.6985591369880829
719331,75236,562611,65299.0,174537,1148,18,New York,NY,NY-18,R+0,Obama,-4,47,51,Obama,-5,47,52,0,1353.42,531,0.7821308966247805
714225,56611,642244,30990.0,199225,880,19,New York,NY,NY-19,D+1,Obama,-6,46,52,Obama,-8,45,53,-1,7937.02,89,0.8992180335328503
720872,59248,587936,66574.0,175048,875,20,New York,NY,NY-20,D+7,Obama,-20,39,59,Obama,-19,40,58,-7,1231.28,585,0.8155900076573928
720207,49966,664236,21806.0,194393,789,21,New York,NY,NY-21,R+0,Obama,-6,46,52,Obama,-5,47,52,0,15114.76,47,0.9222848431076066
715730,47200,647216,27456.0,191038,674,22,New York,NY,NY-22,R+3,Romney,-1,49,49,McCain,0,49,49,3,5077.45,140,0.9042739580568091
715111,46015,655524,20638.0,195998,675,23,New York,NY,NY-23,R+3,Romney,-1,50,48,Obama,-1,49,50,3,7371.65,97,0.9166744743123795
714256,52243,608708,58327.0,190205,737,24,New York,NY,NY-24,D+5,Obama,-16,41,57,Obama,-15,42,56,-5,2388.56,299,0.8522266526287493
721731,51226,542751,114435.0,182246,810,25,New York,NY,NY-25,D+7,Obama,-19,39,59,Obama,-19,40,59,-7,510.19,1414,0.7520128690606334
715879,43140,523225,128959.0,179650,705,26,New York,NY,NY-26,D+12,Obama,-30,34,64,Obama,-32,35,63,-12,219.13,3266,0.7308846886135786
717257,57982,671684,16777.0,216601,715,27,New York,NY,NY-27,R+8,Romney,-12,55,43,McCain,-10,54,45,8,3973.13,180,0.9364621049358877
729775,33023,288522,386127.0,150149,709,1,North Carolina,NC,NC-1,D+19,Obama,-47,26,73,Obama,-42,29,71,-19,5494.28,132,0.3953574731937926
762421,50817,556946,121347.0,187515,807,2,North Carolina,NC,NC-2,R+10,Romney,-16,58,41,McCain,-12,56,43,10,3246.68,234,0.7304966678514889
751070,45148,560716,141243.0,178488,835,3,North Carolina,NC,NC-3,R+11,Romney,-19,59,40,McCain,-13,56,43,11,7810.08,96,0.7465562464217717
760235,48947,419173,244815.0,153283,866,4,North Carolina,NC,NC-4,D+20,Obama,-46,27,72,Obama,-45,27,72,-20,1045.35,727,0.5513729307385217
739563,42662,602205,92710.0,201454,693,5,North Carolina,NC,NC-5,R+11,Romney,-19,59,40,McCain,-15,57,42,11,3571.86,207,0.8142714008137237
750726,48309,581717,117680.0,215309,715,6,North Carolina,NC,NC-6,R+10,Romney,-17,58,41,McCain,-12,56,43,10,3674.55,204,0.7748725899995471
752665,45594,558151,129612.0,201605,756,7,North Carolina,NC,NC-7,R+12,Romney,-19,59,40,McCain,-16,58,42,12,6161.77,122,0.7415663010768403
743193,40444,508683,139648.0,185511,672,8,North Carolina,NC,NC-8,R+11,Romney,-17,58,41,McCain,-16,57,42,11,4512.78,164,0.684456123779422
766831,70150,602455,101039.0,208946,969,9,North Carolina,NC,NC-9,R+8,Romney,-14,56,43,McCain,-9,54,45,8,856.93,894,0.7856424688099464
738516,42466,607826,85311.0,196836,704,10,North Carolina,NC,NC-10,R+11,Romney,-17,58,41,McCain,-15,57,42,11,2575.16,286,0.8230370093538935
735480,39501,667209,23190.0,213920,659,11,North Carolina,NC,NC-11,R+13,Romney,-23,61,38,McCain,-18,58,40,13,6838.24,107,0.9071749061837168
759136,35657,282546,381872.0,129645,766,12,North Carolina,NC,NC-12,D+26,Obama,-58,21,79,Obama,-57,21,78,-26,549.66,1381,0.37219417864519666
759655,62691,566759,129038.0,211242,874,13,North Carolina,NC,NC-13,R+8,Romney,-13,56,43,McCain,-9,54,45,8,2280.59,333,0.7460742047376769
703203,54920,628411,9669.0,189954,664,1,North Dakota,ND,ND-1,R+10,Romney,-20,58,39,McCain,-9,53,45,10,69000.8,10,0.8936409543190231
727426,50840,527281,159378.0,171418,694,1,Ohio,OH,OH-1,R+6,Romney,-6,52,46,McCain,-5,52,47,6,686.96,1058,0.7248586110477216
720413,50128,631372,60506.0,195258,707,2,Ohio,OH,OH-2,R+8,Romney,-11,55,44,McCain,-10,54,44,8,3221.62,223,0.8764028411480637
733312,40039,422964,238871.0,132608,767,3,Ohio,OH,OH-3,D+17,Obama,-41,29,70,Obama,-36,31,67,-17,228.0,3216,0.5767858701344039
715770,46843,649308,38083.0,193727,661,4,Ohio,OH,OH-4,R+9,Romney,-14,56,42,McCain,-11,54,44,9,4664.87,153,0.9071461502996773
724116,50774,668388,21623.0,208091,672,5,Ohio,OH,OH-5,R+7,Romney,-10,54,44,McCain,-6,52,46,7,5626.47,128,0.9230399549243491
714160,42162,681075,15672.0,207975,585,6,Ohio,OH,OH-6,R+8,Romney,-13,55,43,McCain,-8,53,45,8,7215.03,98,0.95367284642097
722682,48457,673316,26943.0,202482,662,7,Ohio,OH,OH-7,R+6,Romney,-10,54,44,McCain,-4,51,47,6,3864.76,186,0.931690563761101
723551,50426,646594,41986.0,191808,724,8,Ohio,OH,OH-8,R+15,Romney,-26,62,36,McCain,-22,60,38,15,2450.49,295,0.8936398401771264
715939,39544,544890,111785.0,178479,660,9,Ohio,OH,OH-9,D+15,Obama,-37,31,68,Obama,-35,32,67,-15,464.65,1540,0.7610843940615052
724109,45313,560543,123155.0,182723,733,10,Ohio,OH,OH-10,R+3,Romney,-2,50,48,McCain,0,49,49,3,1129.76,640,0.7741141181783405
704662,32963,284118,379203.0,151714,687,11,Ohio,OH,OH-11,D+30,Obama,-67,16,83,Obama,-65,17,82,-30,244.46,2882,0.40319756138403945
737402,62771,656078,32047.0,202511,810,12,Ohio,OH,OH-12,R+8,Romney,-11,54,44,McCain,-9,54,45,8,2271.91,324,0.8897155147395858
721145,40827,604970,81390.0,191791,661,13,Ohio,OH,OH-13,D+11,Obama,-27,36,63,Obama,-27,36,62,-11,894.3,806,0.838902023864826
718754,59043,659448,30479.0,215753,805,14,Ohio,OH,OH-14,R+4,Romney,-3,51,48,McCain,0,50,49,4,1953.14,367,0.9174877635463594
732459,54676,668773,25832.0,188566,796,15,Ohio,OH,OH-15,R+6,Romney,-6,52,46,McCain,-6,52,46,6,4738.93,154,0.9130517885642746
721968,59778,677484,14561.0,213049,778,16,Ohio,OH,OH-16,R+6,Romney,-8,54,45,McCain,-4,51,47,6,1205.34,598,0.9383850807792035
766928,48846,559451,66579.0,190171,746,1,Oklahoma,OK,OK-1,R+18,Romney,-32,66,34,McCain,-28,64,36,18,1631.67,470,0.7294700415162831
747975,38072,504980,26352.0,203713,598,2,Oklahoma,OK,OK-2,R+20,Romney,-36,68,32,McCain,-31,66,34,20,20995.35,35,0.675129516360841
760974,46575,609143,28137.0,197502,647,3,Oklahoma,OK,OK-3,R+26,Romney,-48,74,26,McCain,-46,73,27,26,34116.73,22,0.8004780715241256
769283,49341,594577,50585.0,190509,744,4,Oklahoma,OK,OK-4,R+19,Romney,-34,67,33,McCain,-32,66,34,19,9777.28,78,0.7728976202515849
772136,43964,535392,103653.0,176819,736,5,Oklahoma,OK,OK-5,R+12,Romney,-19,59,41,McCain,-19,59,41,12,2073.9,372,0.6933908016204399
786911,61643,635363,12658.0,182694,971,1,Oregon,OR,OR-1,D+7,Obama,-17,40,57,Obama,-22,38,60,-7,3007.0,261,0.8074140531775512
773472,42658,699608,4695.0,193539,796,2,Oregon,OR,OR-2,R+10,Romney,-16,56,40,McCain,-11,54,43,10,69442.78,11,0.9045033304373009
787831,52220,627148,41659.0,174978,917,3,Oregon,OR,OR-3,D+22,Obama,-47,25,72,Obama,-49,24,73,-22,1074.46,733,0.7960438215810244
771311,41651,693660,6157.0,191313,812,4,Oregon,OR,OR-4,D+2,Obama,-7,45,51,Obama,-12,43,54,-2,17274.04,44,0.8993259528257732
779741,52258,667701,6346.0,183798,869,5,Oregon,OR,OR-5,R+0,Obama,-3,47,50,Obama,-9,44,53,0,5189.73,150,0.8563112623294145
704351,38789,332133,247598.0,142275,910,1,Pennsylvania,PA,PA-1,D+28,Obama,-65,17,82,Obama,-56,22,78,-28,77.91,9040,0.4715447269898105
718235,35300,226319,422497.0,135882,891,2,Pennsylvania,PA,PA-2,D+38,Obama,-81,9,90,Obama,-82,9,91,-38,74.14,9687,0.3151043878396347
703321,46195,648187,32784.0,202191,640,3,Pennsylvania,PA,PA-3,R+8,Romney,-13,56,43,McCain,-6,52,46,8,3850.8,182,0.9216090519122847
710769,56264,607817,54661.0,196642,823,4,Pennsylvania,PA,PA-4,R+9,Romney,-16,57,42,McCain,-9,54,45,9,1517.84,468,0.8551540655262118
704890,45222,664076,16038.0,196250,672,5,Pennsylvania,PA,PA-5,R+8,Romney,-16,57,41,McCain,-4,52,47,8,10711.21,65,0.9420987671835321
720817,72491,633322,30817.0,203233,1052,6,Pennsylvania,PA,PA-6,R+2,Romney,-2,51,48,Obama,-7,46,53,2,860.47,837,0.878616902764502
710660,77914,626960,38631.0,200963,1079,7,Pennsylvania,PA,PA-7,R+2,Romney,-2,50,49,Obama,-6,46,53,2,862.56,823,0.8822221596825486
707648,75305,630139,26168.0,200553,1101,8,Pennsylvania,PA,PA-8,R+1,Romney,0,49,49,Obama,-7,46,53,1,706.93,1001,0.890469555485213
705006,44621,666757,21230.0,203260,639,9,Pennsylvania,PA,PA-9,R+14,Romney,-27,63,36,McCain,-17,58,41,14,5730.09,123,0.9457465610221757
709274,48731,663425,23373.0,203205,710,10,Pennsylvania,PA,PA-10,R+12,Romney,-22,60,39,McCain,-14,57,42,12,8378.06,84,0.9353578447821294
703412,50502,629880,35690.0,198890,736,11,Pennsylvania,PA,PA-11,R+6,Romney,-9,54,45,McCain,-5,52,47,6,3356.48,209,0.8954638248992056
703325,54597,656784,22146.0,221863,674,12,Pennsylvania,PA,PA-12,R+9,Romney,-17,58,41,McCain,-9,54,45,9,2163.03,325,0.9338271780471332
717729,55533,472840,132594.0,171145,976,13,Pennsylvania,PA,PA-13,D+13,Obama,-33,33,66,Obama,-30,34,65,-13,155.18,4625,0.6588001878146208
706047,40622,510295,150797.0,172914,716,14,Pennsylvania,PA,PA-14,D+15,Obama,-37,31,68,Obama,-35,32,67,-15,209.29,3373,0.7227493353841883
715255,56710,610644,33918.0,190644,886,15,Pennsylvania,PA,PA-15,R+2,Romney,-3,51,48,Obama,-5,47,52,2,1285.03,556,0.8537430706531237
710118,52450,589403,45601.0,172942,862,16,Pennsylvania,PA,PA-16,R+4,Romney,-6,52,46,Obama,-1,49,50,4,997.68,711,0.8300071255763126
701112,47403,619591,42065.0,187701,725,17,Pennsylvania,PA,PA-17,D+4,Obama,-12,43,55,Obama,-15,42,57,-4,1733.22,404,0.8837261379066398
707890,58364,664570,17089.0,219504,732,18,Pennsylvania,PA,PA-18,R+10,Romney,-17,58,41,McCain,-11,55,44,10,2072.79,341,0.9388040514769244
527461,51564,410579,46082.0,113928,877,1,Rhode Island,RI,RI-1,D+15,Obama,-34,32,66,Obama,-35,32,68,-15,268.49,1964,0.7784063655891147
523261,60624,442804,21017.0,133298,944,2,Rhode Island,RI,RI-2,D+8,Obama,-22,38,60,Obama,-22,39,60,-8,765.32,683,0.846239257273139
693096,57303,515602,132677.0,182362,1006,1,South Carolina,SC,SC-1,R+11,Romney,-18,58,40,McCain,-13,56,43,11,1547.86,447,0.7439113773560949
672944,52205,475447,157973.0,187228,812,2,South Carolina,SC,SC-2,R+16,Romney,-25,62,37,McCain,-20,62,37,16,3022.17,222,0.7065179271975083
664638,40362,514177,121588.0,179913,662,3,South Carolina,SC,SC-3,R+18,Romney,-31,65,34,McCain,-29,64,35,18,5268.28,126,0.7736196245174065
677291,45835,506600,131092.0,169016,730,4,South Carolina,SC,SC-4,R+15,Romney,-26,62,36,McCain,-23,61,38,15,1299.3,521,0.747979819604867
672257,43352,459876,181535.0,180252,704,5,South Carolina,SC,SC-5,R+9,Romney,-12,55,43,McCain,-11,55,44,9,5505.54,122,0.6840776667256718
672033,33079,256427,382703.0,145468,750,6,South Carolina,SC,SC-6,D+21,Obama,-47,26,73,Obama,-41,27,72,-21,8062.93,83,0.38156905985271555
671664,38107,443375,197833.0,178002,715,7,South Carolina,SC,SC-7,R+7,Romney,-10,55,45,McCain,-8,54,45,7,5354.62,125,0.6601142833321423
